HDBID,Database Item URL,Collectible URL,Image URL,Name,Sale Title,Series,Brand,Exclusive To,UPC,Release Date,Production Status,Scale,Reference Number,Estimated Value,Item Condition,Condition Notes,Grading Company,Grade,Grade Authenticity Number,More Details,Quantity,HDBC Number,Storage Location,Paused,Final Price,Put on Sale Date,Selling Format,List Name,List Id,Private Notes,Description,Date Added To Collectible,Date Purchased,Packaging Condition,Privacy,Price Paid,Acquired From
675011,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/675011"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416483"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1339223/Sorcerer_Mickey_%2528Diamond%2529_Vinyl_Art_Toys_c2a435d3-84b5-4f1b-a87c-f20f486a5313.png,Sorcerer Mickey,Sorcerer Mickey,"Pop! Disney, Pop! Vinyl, Diamond Collection",Funko,Funko Shop,889698551670,2021/4,Exclusive,,990,28.0,Mint,,,,,,2,HDBC70416483,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
711141,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/711141"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/57671504"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/2862632/Casey_Jones_Art_Toys_6393113c-85d4-4bf9-bcbc-079910584d88(2).png,Casey Jones,,"Pop! Vinyl, Pop! Digital, Teenage Mutant Ninja Turtles X Funko Series 1",Funko,Droppp,889698626187,2021/8/3,"Exclusive, Limited Edition","3.75""",03,180.0,Mint,,,,,,1,HDBC57671504,,,,,,Nft funko,1897697,,,2023-08-04,,Mint,Public,,
692091,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/692091"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468818"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/3495294/Ahsoka_Art_Toys_b72ef463-a0e7-40f5-bc56-7f7fc91a87b8(2).png,Ahsoka,Ahsoka,"Pop! Vinyl, Pop! Star Wars",Funko,,889698582858,2021/10,Exclusive,"3.75""",467,14.0,Mint,,,,,,4,HDBC64468818,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
727123,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/727123"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/45349979"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1038114/Wonder_Woman_%2528Black_and_White%2529_Vinyl_Art_Toys_e706be19-a08a-4234-8126-72e3b1f0d540.jpg,Wonder Woman,,"Pop! Heroes, Imperial Palace Series",Funko,,889698643573,2021/9,"Exclusive, Limited Edition","3.75""",378,33.0,Mint,,,,,,1,HDBC45349979,,,,,,,,,,2021-12-08,,Mint,Public,,
806413,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/806413"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/57671714"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1201283/Painted_Lady_Vinyl_Art_Toys_9a3a0876-ec84-44bb-b756-d55447111444.png,Painted Lady,,"Pop! Vinyl, Pop! Digital, Avatar Legends x Funko Series 1",Funko,Droppp,889698685177,2022/8/9,"Exclusive, Limited Edition","3.75""",54,210.0,Mint,,,,,,1,HDBC57671714,,,,,,Nft funko,1897697,,,2023-08-04,,Mint,Public,,
810339,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/810339"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/57671724"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1217447/Ranger_Slayer_Vinyl_Art_Toys_51998feb-3126-4665-b408-1232a3004674.png,Ranger Slayer,,"Pop! Vinyl, Pop! Digital, Power Rangers X Funko Series 1",Funko,NFT Redeemable,889698701976,2022/8/23,"Exclusive, Limited Edition","3.75""",77,55.0,Mint,,,,,,1,HDBC57671724,,,,,,Nft funko,1897697,,,2023-08-04,,Mint,Public,,
810337,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/810337"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/57671723"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1217446/Green_Ranger_with_Sword_of_Darkness_Vinyl_Art_Toys_a563aad1-9523-48b4-8826-ff1495a5872d.png,Green Ranger With Sword Of Darkness,,"Pop! Vinyl, Pop! Digital, Power Rangers X Funko Series 1",Funko,NFT Redeemable,889698701945,2022/8/23,"Exclusive, Limited Edition","3.75""",80,300.0,Mint,,,,,,1,HDBC57671723,,,,,,Nft funko,1897697,,,2023-08-04,,Mint,Public,,
634399,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/634399"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416487"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/875594/Donald_Duck_Art_Toys_446f9062-900f-47bf-85e1-eb322e822840.JPG,Donald Duck,Donald Duck,"Pop! Disney, Pop! Vinyl",Funko,Funko Hollywood,889698510363,2020,Exclusive,,984,20.0,Mint,,,,,,2,HDBC70416487,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
648697,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648697"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416504"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1033969/Morty_with_Shrunken_Rick_Vinyl_Art_Toys_0c77be83-e904-4104-9356-0432b7c0cefe.png,Morty with Shrunken Rick,Morty with Shrunken Rick,"Pop! Animation, Pop! Vinyl, Funko Shop",Funko,,889698558747,2021,Exclusive,,958,23.0,Mint,,,,,,1,HDBC70416504,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
523132,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/523132"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416474"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1367315/Miguel_Vinyl_Art_Toys_c9a14e17-231d-4e0c-b9f2-01ea08f92884.png,Miguel (Diamond),Miguel (Diamond),"Pop! Disney, Pop! Vinyl, Diamond Collection",Funko,Hot Topic,889698408738,2019/10,Exclusive,"3.75""",303,21.0,Mint,,,,,,1,HDBC70416474,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
668020,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/668020"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416479"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/937677/d_Duck_%2528The_Three_Musketeers%2529_%2528WonderCon%2529_Art_Toys_0ec2811d-556a-46de-82ce-d4c8ebdc39a2.JPG,Donald Duck (The Three Musketeers) (WonderCon),Donald Duck (The Three Musketeers) (WonderCon),"Pop! Disney, Pop! Vinyl, WonderCon",Funko,WonderCon,889698552073,2021/4/22,Exclusive,,1036,25.0,Mint,,,,,,1,HDBC70416479,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
648780,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648780"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416472"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/903935/Pinocchio_Art_Toys_aef1782d-93b1-4bfe-9cac-6fd11dc828fb.JPG,Pinocchio,Pinocchio,"Pop! Disney, Pop! Vinyl",Funko,,889698515337,2021,Standard,"3.75""",1029,14.0,Mint,,,,,,1,HDBC70416472,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
702764,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/702764"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416476"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/991824/Walrus_and_the_Carpenter_Art_Toys_dcdae3ea-def2-4888-83e5-1468082f4e63.png,Walrus and the Carpenter,Walrus and the Carpenter,"Pop! Disney, Pop! Vinyl, Entertainment Earth",Funko,"Entertainment Earth, Alice In Wonderland 70th Anniversary",889698555494,2021/8,Exclusive,"3.75""",1070,26.0,Mint,,,,,,1,HDBC70416476,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
682405,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/682405"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416478"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1755082/Taz_Art_Toys_a3814208-a7a6-475e-90ea-36d5dee1ed87(2).png,Taz,Taz,"Pop! Vinyl, Pop! Movies",Funko,Walmart,889698559812,2021/6,Exclusive,"3.75""",1092,12.0,Mint,,,,,,1,HDBC70416478,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
677526,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/677526"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416502"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/966939/Winnie_the_Pooh_Art_Toys_805ab419-4309-4920-8f8e-433100a97336.JPG,Winnie the Pooh,Winnie the Pooh,"Pop! Disney, Pop! Vinyl",Funko,BoxLunch,889698550512,2021/4,Exclusive,,1034,10.0,Mint,,,,,,2,HDBC70416502,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
668027,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/668027"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416480"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/937700/Enchantress_Art_Toys_edb65df4-eaee-4209-bb20-a5edf518ac2a.JPG,Enchantress,Enchantress,"Pop! Disney, Pop! Vinyl, WonderCon",Funko,Hot Topic,889698552066,2021/4/22,"Exclusive, Limited Edition","3.75""",1035,15.0,Mint,,,,,,2,HDBC70416480,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
656870,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/656870"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416494"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1339262/Mickey_Mouse_%2528St._Patrick%2527s_Day%2529_Vinyl_Art_Toys_d09e7442-39a4-4273-8730-7b81a0a6b9b8.jpeg,Mickey Mouse (St. Patrick's Day),Mickey Mouse (St. Patrick's Day),"Pop! Disney, Pop! Vinyl",Funko,Funko Shop,889698542609,2021/2,Exclusive,,1030,21.0,Mint,,,,,,2,HDBC70416494,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
619453,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/619453"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416500"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/852928/Chef_Goofy_Art_Toys_2b954c42-6161-487c-843a-ab3280f4b1c9.JPG,Chef Goofy,Chef Goofy,"Pop! Disney, Pop! Vinyl, Funko Hollywood",Funko,,889698510349,2020/9,Exclusive,"3.75""",977,21.0,Mint,,,,,,2,HDBC70416500,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
670494,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/670494"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416530"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/942166/Mechagodzilla_Art_Toys_38e3d74e-4b2c-4bcb-8995-5843be137f9e.JPG,Mechagodzilla,Mechagodzilla,"Pop! Vinyl, Pop! Movies",Funko,Funko Shop,889698551724,2021,Exclusive,,1076,24.0,Mint,,,,,,2,HDBC70416530,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
656111,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/656111"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416547"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1914057/Squatch_Art_Toys_3576e3b9-4f55-4542-b751-15557cfc63e0(2).png,Squatch,Squatch,"Pop! Vinyl, Emerald City Comic Con, Pop! Basketball, Pop! NBA Mascots",Funko,Funko Shop,889698543118,2021/3/1,"Exclusive, Limited Edition","3.75""",01,21.0,Mint,,,,,,1,HDBC70416547,,,,,,Ad icons,2433067,,,2026-06-26,,Mint,Public,,
647925,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647925"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416561"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1026880/Eddie_Guerrero_Art_Toys_895ca855-d848-40cf-86a0-1b212d4a0d84.JPG,Eddie Guerrero,Eddie Guerrero,"Pop! Vinyl, Pop! WWE",Funko,GameStop,889698542845,2021/3,Exclusive,,90,22.0,Mint,,,,,,1,HDBC70416561,,,,,,Misc,2433885,,,2026-06-26,,Mint,Public,,
695602,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/695602"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416554"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/977672/Roman_Reigns_Art_Toys_35e4c6c6-3636-41d7-a746-244edb428896.JPG,Roman Reigns,Roman Reigns,"Amazon, Pop! Vinyl, Pop! WWE",Funko,Amazon,889698573092,2021/8,Exclusive,,98,21.0,Mint,,,,,,2,HDBC70416554,,,,,,Misc,2433885,,,2026-06-26,,Mint,Public,,
667980,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/667980"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416507"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/937548/Kronk_Art_Toys_6793f128-8568-410b-99ff-6fba423d75b5.JPG,Kronk,Kronk,"Pop! Disney, Pop! Vinyl, Funko Shop, WonderCon",Funko,,889698559027,2021/4/21,"Exclusive, Limited Edition",,1033,14.0,Mint,,,,,,1,HDBC70416507,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
732258,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/732258"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416567"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1472502/The_Fiend_Bray_Wyatt_Vinyl_Art_Toys_7a27819a-e864-414c-9b4d-364a467a34af.png,“The Fiend” Bray Wyatt,“The Fiend” Bray Wyatt,"Pop! Vinyl, Pop! WWE",Funko,Walmart,889698588980,2021/12,Exclusive,"3.75""",100,24.0,Mint,,,,,,3,HDBC70416567,,,,,,Misc,2433885,,,2026-06-26,,Mint,Public,,
667974,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/667974"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416509"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/937532/Yzma_%2528Wonderous_Convention%2529_Vinyl_Art_Toys_b8445eac-2f09-4ebe-95b5-d764e5dee33d.jpg,Yzma,Yzma,"Pop! Disney, Pop! Vinyl, Funko Shop, WonderCon",Funko,,889698559027,2021/4/21,"Exclusive, Limited Edition",,1032,24.0,Mint,,,,,,1,HDBC70416509,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
667988,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/667988"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416510"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/937573/Madam_Mim_%2528WonderCon%2529_Art_Toys_48a27cff-6417-4224-8fd4-73ac97f0d6ff.JPG,Madam Mim (WonderCon),Madam Mim (WonderCon),"Pop! Disney, Pop! Vinyl, WonderCon",Funko,WonderCon,889698485487,2021/4/21,Exclusive,,1037,17.0,Mint,,,,,,1,HDBC70416510,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
648662,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648662"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416528"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/955308/Godzilla_%2528Heat_Ray%2529_%2528Glow_In_The_Dark%2529_Vinyl_Art_Toys_0e402d36-e5cc-43a7-b0cd-ffa850ae22f1.jpg,Heat Ray Godzilla,Heat Ray Godzilla,"Pop! Vinyl, Pop! Movies",Funko,FYE,889698520751,2021/3,Exclusive,,1018,34.0,Mint,,,,,,2,HDBC70416528,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
650315,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/650315"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416512"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1032329/Otto_Vinyl_Art_Toys_b12e46cf-5b10-4f65-8dff-d35e3740600e.jpg,Otto Mann,Otto Mann,"Pop! Television, Pop! Vinyl",Funko,Target,889698546140,2021,Exclusive,,907,17.0,Mint,,,,,,2,HDBC70416512,,,,,,TV,2428297,,,2026-06-26,,Mint,Public,,
687034,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/687034"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416517"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1502804/Kong_with_Battle_Axe_%2528Flocked%2529_Vinyl_Art_Toys_4877e13c-4896-4d8f-8c78-19f2fbb1f825.png,Kong with Battle Axe,Kong with Battle Axe,"Pop! Vinyl, Pop! Movies",Funko,BAM!,889698556019,2021,Exclusive,"3.75""",1021,20.0,Mint,,,,,,2,HDBC70416517,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
648589,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648589"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416572"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1026417/Stone_Cold_Steve_Austin_%2528Metallic%2529_%2528Two_Belts%2529_Vinyl_Art_Toys_87a32d31-aa6a-43bf-9b93-2192b84307b1.png,Stone Cold Steve Austin,Stone Cold Steve Austin,"Pop! Vinyl, Pop! WWE",Funko,7-Eleven,889698547109,2021,Exclusive,"3.75""",89,21.0,Mint,,,,,,2,HDBC70416572,,,,,,Misc,2433885,,,2026-06-26,,Mint,Public,,
732243,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/732243"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416525"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1239005/Cheddar_Goblin_Vinyl_Art_Toys_8cf33d2e-4657-4474-9d94-b4f2b4490283.jpg,Cheddar Goblin,Cheddar Goblin,"Pop! Vinyl, Pop! Movies",Funko,Funko Shop,889698572279,2021/12,Exclusive,,1161,20.0,Mint,,,,,,2,HDBC70416525,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
653531,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/653531"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416543"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/913177/Plumpy_%255BSpring_Convention%255D_Art_Toys_b5d44736-d3b8-42f3-b27f-8dbef743a7ae.JPG,Plumpy [Spring Convention],Plumpy [Spring Convention],"Pop! Vinyl, Emerald City Comic Con, Pop! Retro Toys",Funko,Funko Shop,889698542692,2021/3/1,Exclusive,,59,30.0,Mint,,,,,,2,HDBC70416543,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
648654,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648654"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416538"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/954332/Kong_with_Battle_Axe_Vinyl_Art_Toys_daa642f6-5266-4c27-904f-52415207a934.jpg,Kong with Battle Axe,Kong with Battle Axe,"Pop! Vinyl, Pop! Movies",Funko,,889698509534,2021/3,Standard,,1021,13.0,Mint,,,,,,1,HDBC70416538,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
656188,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/656188"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416541"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/916244/Wheedle_on_the_Needle_%255BSpring_Convention%255D_Art_Toys_706382d3-fc68-4c60-bd76-fcc671f36aff.JPG,Wheedle on the Needle [Spring Convention],Wheedle on the Needle [Spring Convention],"Pop! Vinyl, Pop! Books, Emerald City Comic Con",Funko,Funko Shop,0889698542579,2021/3/1,Exclusive,,26,15.0,Mint,,,,,,2,HDBC70416541,,,,,,Animation,2436243,,,2026-06-26,,Mint,Public,,
395246,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/395246"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416534"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/606754/Nacho_Libre_Vinyl_Art_Toys_2f3ac561-eed4-4822-b2a8-988310ebeb87.jpg,Nacho Libre,Nacho Libre,"Pop! Vinyl, Pop! Movies",Funko,,889698363471,2019/1,Standard,"3.75""",647,75.0,Mint,,,,,,1,HDBC70416534,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
648539,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648539"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416576"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/974242/Snake_Eyes_with_Timber_Vinyl_Art_Toys_bd6b0ebe-e7bf-41ce-ab2e-7fb10626dc2a.png,Snake Eyes with Timber,Snake Eyes with Timber,"Pop! Vinyl, Pop! Retro Toys",Funko,Funko Shop,889698560542,2021/6,Exclusive,,78,26.0,Mint,,,,,,2,HDBC70416576,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
686770,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/686770"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416584"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1068211/The_Rock_Vinyl_Art_Toys_6494e1f0-5ea5-4ac3-9069-278fdcce4f04.jpg,The Rock,The Rock,"Pop! Vinyl, Pop! WWE, Entertainment Earth",Funko,Entertainment Earth,889698567756,2021,Exclusive,,91,14.0,Mint,,,,,,1,HDBC70416584,,,,,,Misc,2433885,,,2026-06-26,,Mint,Public,,
702893,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/702893"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70416588"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/992140/Cobra_B.A.T_Vinyl_Art_Toys_ec647306-ad77-42bc-bc9a-542d6ea1df40.png,Cobra B.A.T,Cobra B.A.T,"Walmart, Pop! Vinyl, Pop! Retro Toys",Funko,Walmart,889698555555,2021/8,Exclusive,"3.75""",80,9.0,Mint,,,,,,1,HDBC70416588,,,,,,Movies,2433372,,,2026-06-26,,Mint,Public,,
648593,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648593"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468496"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1360996/Luke_Skywalker_%2528Hoth%2529_and_Pin_Vinyl_Art_Toys_8fe8a331-8c5d-421b-aea6-e5f511e66c84.png,Luke Skywalker (Hoth) and Pin,Luke Skywalker (Hoth) and Pin,"Pop! Vinyl, Pop! Star Wars, Star Wars Adventures Across The Galaxy",Funko,Amazon,889698554831,2021,Exclusive,"3.75""",34,11.0,Mint,,,,,,2,HDBC64468496,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
746475,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/746475"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/57671578"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1074369/Freddy_Funko_Vinyl_Art_Toys_208e2115-349f-443e-bf8f-ff20571b5253.png,Freddy Funko,,"Pop! Vinyl, Pop! Digital, Nickelodeon Cartoons X Funko Series 1",Funko,NFT Redeemable,889698665469,2022/2/1,"Exclusive, Limited Edition","3.75""",26,130.0,Mint,,,,,,1,HDBC57671578,,,,,,Nft funko,1897697,,,2023-08-04,,Mint,Public,,
659118,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/659118"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/45380150"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1301886/Superman_%252F_Diana_Prince_%252F_Desaad_%252F_Darkseid_Vinyl_Art_Toys_22140651-b100-4abb-a559-831158c6f944.jpg,Superman / Diana Prince / Desaad / Darkseid,,"Pop! Heroes, Pop! Vinyl",Funko,DC Shop,889698585644,2021/11,"Exclusive, Limited Edition",,,120.0,Mint,,,,,,1,HDBC45380150,,,,,,,,,,2021-12-10,,Mint,Public,,
528819,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/528819"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64468410"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1359368/The_Mandalorian_Vinyl_Art_Toys_788d7872-f28d-44f7-b40b-8f1f0745321a.jpeg,The Mandalorian,The Mandalorian,"Amazon, Pop! Vinyl, Pop! Star Wars",Funko,Amazon,889698460927,2020/2,Exclusive,"3.75""",345,12.0,Mint,,,,,,1,HDBC64468410,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
