HDBID,Database Item URL,Collectible URL,Image URL,Name,Sale Title,Series,Brand,Exclusive To,UPC,Release Date,Production Status,Scale,Reference Number,Estimated Value,Item Condition,Condition Notes,Grading Company,Grade,Grade Authenticity Number,More Details,Quantity,HDBC Number,Storage Location,Paused,Final Price,Put on Sale Date,Selling Format,List Name,List Id,Private Notes,Description,Date Added To Collectible,Date Purchased,Packaging Condition,Privacy,Price Paid,Acquired From
719960,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/719960"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70432434"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1332343/Eevee_%2528Diamond%2529_Vinyl_Art_Toys_9c484fa6-361b-4c32-b77b-6da227b2355e.jpeg,Eevee,Eevee,"Pop! Vinyl, Pop! Games",Funko,,889698586313,2021/10/7,Exclusive,,626,38.0,Mint,,,,,,3,HDBC70432434,,,,,,Pokemon,2437006,,,2026-06-28,,Mint,Public,,
656189,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/656189"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70432440"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/970241/Vaporeon_Vinyl_Art_Toys_f813a103-35d5-4a1e-b4d6-afba68516905.png,Vaporeon,Vaporeon,"Pop! Vinyl, Pop! Games, Diamond Collection",Funko,Barnes & Noble,889698555999,2021/3/1,"Exclusive, Limited Edition","3.75""",627,75.0,Mint,,,,,,2,HDBC70432440,,,,,,Pokemon,2437006,,,2026-06-28,,Mint,Public,,
702895,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/702895"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70432445"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1008936/Squirtle_%2528Diamond_Glitter%2529_Vinyl_Art_Toys_28517c6f-bf7b-43b5-bedf-c458e1e9bdae.png,Squirtle,Squirtle,"Pop! Vinyl, GameStop, Pop! Games, Diamond Collection",Funko,"GameStop, FunKon 2021",889698559225,2021/8,"Exclusive, Limited Edition","3.75""",504,22.0,Mint,,,,,,2,HDBC70432445,,,,,,Pokemon,2437006,,,2026-06-28,,Mint,Public,,
656187,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/656187"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70432451"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/994592/Charmander_Vinyl_Art_Toys_c1ad2edf-77a0-45f5-a210-cb0ab4059e47.png,Charmander,Charmander,"Pop! Vinyl, Pop! Games, Diamond Collection",Funko,"Target, Emerald City Comic Con",889698558730,2021/3/1,"Exclusive, Limited Edition","3.75""",455,36.0,Mint,,,,,,1,HDBC70432451,,,,,,Pokemon,2437006,,,2026-06-28,,Mint,Public,,
702897,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/702897"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70432459"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1329261/Bulbasaur_Vinyl_Art_Toys_879077fd-5a82-4661-90b0-d099acd791e5.jpeg,Bulbasaur (Diamond),Bulbasaur (Diamond),"Target, Pop! Vinyl, Pop! Games, Diamond Collection, FunKon Summer Convention 2021",Funko,Target,889698559218,2021/8,Exclusive,"3.75""",453,30.0,Mint,,,,,,2,HDBC70432459,,,,,,Pokemon,2437006,,,2026-06-28,,Mint,Public,,
519975,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/519975"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408272"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/749607/Thanos_%2528First_Appearance%2529_Vinyl_Art_Toys_5b6bd40f-4b84-4319-97b5-5cbc567e8beb.jpg,Thanos,Thanos,"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,Amazon,889698412438,2019/9,Exclusive,"3.75""",509,20.0,Mint,,,,,,1,HDBC70408272,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
622601,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/622601"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408280"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/855930/Red_Skull_%2528Marvel_Zombies%2529_Vinyl_Art_Toys_d3e887e0-1ad1-40aa-9583-08e5b1cd1a2f.jpg,Zombie Red Skull,Zombie Red Skull,"Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698498685,2020/9,"Exclusive, Set Exclusive","3.75""",668,27.0,Mint,,,,,,1,HDBC70408280,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
513239,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/513239"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408037"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/739486/Spider-Man_%2528Borrowed_Jersey%2529_Vinyl_Art_Toys_bd4b2c34-1c68-4959-ba02-b3abcfeb0d19.jpg,Spider-Man (Borrowed Jersey),Spider-Man (Borrowed Jersey),"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,Amazon,889698408066,2019/7,Exclusive,"3.75""",485,26.0,Mint,,,,,,1,HDBC70408037,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
653337,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/653337"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408023"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/912564/Carnage_Vinyl_Art_Toys_0fa2ee92-dee2-4b42-bfa7-a4b1d2604c37.jpg,Carnage,Carnage,"Pop! Vinyl, Pop! Marvel",Funko,Hot Topic,889698546157,2021,Exclusive,"3.75""",797,13.0,Mint,,,,,,1,HDBC70408023,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
688656,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/688656"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408017"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/989553/Wanda_Maximoff_Vinyl_Art_Toys_e991df37-0159-46e3-ade7-aa04018cc353.png,Wanda Maximoff,Wanda Maximoff,"Pop! Vinyl, Pop! Marvel",Funko,,889698556422,2021/7/16,Exclusive,,855,17.0,Mint,,,,,,1,HDBC70408017,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
500544,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/500544"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408042"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/730531/Nick_Fury_with_Goose_the_Cat_Vinyl_Art_Toys_b63b6e88-5cb3-47f2-8665-66c69bb1b80f.jpg,Nick Fury with Goose the Cat,Nick Fury with Goose the Cat,"Amazon, Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,Amazon,889698375085,2019/3,Exclusive,,447,15.0,Mint,,,,,,1,HDBC70408042,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
513240,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/513240"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408044"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1015130/Mysterio_%2528Light_Up%2529_Vinyl_Art_Toys_8c086168-adb3-4f24-8a76-353ecc580b9d.png,Mysterio,Mysterio,"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,Amazon,889698408059,2019/7,Exclusive,"3.75""",473,28.0,Mint,,,,,,1,HDBC70408044,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
533551,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/533551"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408047"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/770935/Mister_Fantastic_%2528Stretched%2529_Vinyl_Art_Toys_661ea087-67d6-4992-a9b3-b20e12c40e42.jpg,Mister Fantastic,Mister Fantastic,"Pop! Vinyl, Pop! Marvel",Funko,,889698450041,2020/2,Exclusive,"3.75""",571,22.0,Mint,,,,,,1,HDBC70408047,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
622600,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/622600"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408053"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/855927/Deadpool_with_Headpool_%2528Marvel_Zombies%2529_Vinyl_Art_Toys_cdec5295-86cf-4a12-9f0c-1201f27ed3cf.jpg,Deadpool with Headpool,Deadpool with Headpool,"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,,889698498678,2020/9,Set Exclusive,,667,39.0,Mint,,,,,,1,HDBC70408053,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
533552,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/533552"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408058"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/770934/Human_Torch_%2528On_Fire%2529_%2528Glow_in_the_Dark%2529_Vinyl_Art_Toys_787e41ff-595d-41cf-8ab7-bcabaebeb857.jpg,Human Torch,Human Torch,"Pop! Vinyl, Pop! Marvel",Funko,,889698450102,2020/2,Exclusive,"3.75""",572,20.0,Mint,,,,,,1,HDBC70408058,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
719855,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/719855"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408066"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1456343/Xialing_Vinyl_Art_Toys_6e7e2ddb-2b32-41c0-b9ad-dc38cdfab36e.jpg,Xialing,Xialing,"Pop! Vinyl, Pop! Marvel",Funko,,889698554220,2021/10,Exclusive,,880,17.0,Mint,,,,,,1,HDBC70408066,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
719856,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/719856"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408069"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1456347/Shang-Chi_Vinyl_Art_Toys_66987ece-ae1d-4926-b405-d629d7e61235.jpg,Shang-Chi,Shang-Chi,"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,,889698554213,2021/10,Set Exclusive,,879,19.0,Mint,,,,,,1,HDBC70408069,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
689654,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/689654"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408089"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/969568/Red_Hulk_Art_Toys_43b59e7c-8588-4c01-af52-da231dedfc44.JPG,Red Hulk,Red Hulk,"Pop! Vinyl, Pop! Marvel",Funko,Hot Topic,889698550840,2021/5,Exclusive,,854,12.0,Mint,,,,,,1,HDBC70408089,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
689655,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/689655"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408095"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/969891/Red_Hulk_Vinyl_Art_Toys_2d2c1333-e0ba-4c9f-8cd7-3f278786d68a.png,Red Hulk,Red Hulk,"Pop! Vinyl, Pop! Marvel",Funko,Hot Topic,889698550840,2021/5,"Chase, Exclusive",,854,38.0,Mint,,,,,,1,HDBC70408095,,,,,,,,,,2026-06-25,,Mint,Public,,
624238,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/624238"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408100"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/859047/Halloween_Vision_Art_Toys_acb27e3c-7fae-4e8d-b93f-ec3e7bbddab5.JPG,Halloween Vision,Halloween Vision,"Pop! Vinyl, Pop! Marvel",Funko,,889698520454,2020/12,Standard,,716,10.0,Mint,,,,,,2,HDBC70408100,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
624237,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/624237"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408108"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/859044/Halloween_Wanda_Art_Toys_24fde893-5dcb-4478-a68d-7e77e309f1f2.JPG,Halloween Wanda,Halloween Wanda,"Pop! Vinyl, Pop! Marvel",Funko,,889698520447,2020/12,Standard,,715,10.0,Mint,,,,,,1,HDBC70408108,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
710958,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/710958"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408111"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1018856/Post_Apocalyptic_Black_Widow_Vinyl_Art_Toys_a39ca544-16a7-465f-a153-7f6ce2a27a1a.jpg,Post-Apocalyptic Black Widow,Post-Apocalyptic Black Widow,"Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698559522,2021/8,Set Exclusive,,894,15.0,Mint,,,,,,1,HDBC70408111,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
686488,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/686488"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408123"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/961890/Captain_America_Art_Toys_95e863ab-ceff-40c3-98f3-0757089a1d1a.JPG,Captain America,Captain America,"Pop! Vinyl, Pop! Marvel",Funko,Walmart,889698516495,2021/4,Exclusive,"3.75""",817,11.0,Mint,,,,,,2,HDBC70408123,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
719594,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/719594"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408165"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1019062/Polaris_Art_Toys_99cff2a3-a160-4ce3-b198-75bae714ec03.JPG,Polaris,Polaris,"Pop! Vinyl, Pop! Marvel, GameStop",Funko,GameStop,889698585965,2021/10/7,Exclusive,,927,13.0,Mint,,,,,,1,HDBC70408165,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
653485,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/653485"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/64469834"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/913028/Yoda_%2528Military_Green%2529_%255BSpring_Convention%255D_Art_Toys_e4123f9b-ee21-4cd9-a0ca-634705dac9a3.JPG,Yoda (Military Green) [Spring Convention],Yoda (Military Green) [Spring Convention],"Target, Pop! Vinyl, Emerald City Comic Con, Pop! Star Wars",Funko,Target,889698542739,2021/3/1,Exclusive,,124,31.0,Mint,,,,,,1,HDBC64469834,,,,,,Starwars,2108149,,,2024-09-09,,Mint,Public,,
647716,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647716"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408130"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/971838/Soldier_Supreme_Vinyl_Art_Toys_5da9234e-4ad6-4362-8eea-e960aab28924.png,Soldier Supreme,Soldier Supreme,"Pop! Vinyl, Pop! Marvel",Funko,,889698520065,2021,Standard,,858,10.0,Mint,,,,,,1,HDBC70408130,,,,,,Misc,2433885,,,2026-06-25,,Mint,Public,,
526736,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/526736"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408253"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1328086/Thor_%2528Holiday%2529_Vinyl_Art_Toys_ea877012-4652-493d-af7e-805a82f02c67.png,Thor (Holiday),Thor (Holiday),"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,Amazon,889698437929,2019/11,Exclusive,"3.75""",535,14.0,Mint,,,,,,1,HDBC70408253,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
647727,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/647727"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408134"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/971424/Ghost_Panther_Vinyl_Art_Toys_e0bc2943-4cbe-4c23-bd41-279e06b0cc39.png,Ghost Panther,Ghost Panther,"Pop! Vinyl, Pop! Marvel",Funko,,889698520089,2021/7,Standard,,860,14.0,Mint,,,,,,1,HDBC70408134,,,,,,Misc,2433885,,,2026-06-25,,Mint,Public,,
648068,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/648068"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408155"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/901129/Falcon_Vinyl_Art_Toys_dfcc61e0-459a-4004-90ee-67523258da89.jpg,Falcon,Falcon,"Pop! Vinyl, Pop! Marvel",Funko,,889698516280,2021/3,Standard,"3.75""",812,6.0,Mint,,,,,,1,HDBC70408155,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
727249,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/727249"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408146"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1038376/Zombie_Hunter_Spidey_Vinyl_Art_Toys_0266cf0e-e5a2-4062-a442-3c0ed75a829b.jpg,Zombie Hunter Spidey,Zombie Hunter Spidey,"Pop! Vinyl, Pop! Marvel",Funko,Hot Topic,889698582537,2021/11,Exclusive,"3.75""",947,20.0,Mint,,,,,,1,HDBC70408146,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
676516,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/676516"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408149"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/950305/Red_Guardian_%2528Year_of_the_Shield%2529_Vinyl_Art_Toys_ab90f3ba-34bb-42ca-bae6-a35c2c234e94.jpg,Red Guardian,Red Guardian,"Amazon, Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698554787,2021/4,Exclusive,,810,9.0,Mint,,,,,,1,HDBC70408149,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
717408,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/717408"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408162"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1013626/Old_Man_Steve_Vinyl_Art_Toys_3b4fa9c9-1e1e-41d0-8203-179b58b338c4.png,Old Man Steve,Old Man Steve,"Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698554817,2021,Exclusive,,915,23.0,Mint,,,,,,1,HDBC70408162,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
679384,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/679384"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408169"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/979259/Captain_America_%2528Sam_Wilson%2529_%2528Year_of_the_Shield%2529_Vinyl_Art_Toys_48111d2e-4cc4-41ca-a982-acc59fe16e75.png,Captain America,Captain America,"Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698516501,2021/10,Exclusive,,818,15.0,Mint,,,,,,3,HDBC70408169,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
686494,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/686494"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408173"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/961897/Captain_America_Art_Toys_772c00ac-aefc-4fc3-9778-dec86b40cccc.JPG,Captain America,Captain America,"Pop! Vinyl, Pop! Marvel, GameStop",Funko,GameStop,889698542814,2021,Exclusive,,819,10.0,Mint,,,,,,1,HDBC70408173,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
649439,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/649439"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408220"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/905744/El_Aracno_%2528Metallic%2529_Art_Toys_8d1fe22d-02a0-44f9-a49d-f6fbe4e32336.JPG,El Aracno (Metallic),El Aracno (Metallic),"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,,889698565769,2021/1,Exclusive,,706,10.0,Mint,,,,,,1,HDBC70408220,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
653577,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/653577"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408187"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/917264/Winter_Soldier_Art_Toys_a82e31b0-b0d8-4ebb-93dc-82b2e125c3b0.JPG,Winter Soldier,Winter Soldier,"Pop! Vinyl, Pop! Marvel",Funko,Amazon,889698554794,2021/3,Exclusive,"3.75""",838,29.0,Mint,,,,,,1,HDBC70408187,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
516582,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/516582"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408195"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/745103/Captain_America_%2528with_Electrified_Mjolnir_and_Broken_Shield%2529_Vinyl_Art_Toys_6e67bdcb-3092-493f-8af7-4a6e92e60f4b.jpg,Captain America,Captain America,"Pop! Vinyl, Pop! Marvel",Funko,,889698451376,2019/12,Standard,"3.75""",573,11.0,Mint,,,,,,1,HDBC70408195,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
728840,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/728840"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408246"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1268725/Lazy_River_Deadpool_Vinyl_Art_Toys_b31634a9-3d43-4688-988a-b03bd40381af.png,Lazy River Deadpool,Lazy River Deadpool,"Pop! Vinyl, Pop! Marvel",Funko,GameStop,889698584265,2021/11,"Exclusive, Set Exclusive","3.75""",929,21.0,Mint,,,,,,1,HDBC70408246,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
649438,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/649438"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408210"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/905741/El_Venenoide_%2528Metallic%2529_Art_Toys_d09b952b-076c-47b7-9ff9-f0e01509e13f.JPG,El Venenoide (Metallic),El Venenoide (Metallic),"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,,889698565776,2021/2,Exclusive,,707,14.0,Mint,,,,,,1,HDBC70408210,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
703030,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/703030"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408268"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/992647/Falcon_%2528Red_Suit%2529_Vinyl_Art_Toys_6617daaf-2452-4637-81ad-a133cfa30664.png,Falcon,Falcon,"Pop! Vinyl, Pop! Marvel, Funko Shop, FunKon 2021",Funko,,889698555289,2021/8,Exclusive,,881,20.0,Mint,,,,,,1,HDBC70408268,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
649440,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/649440"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408227"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/905747/El_Animal_Indestructible_%2528Gray%2529_Art_Toys_9f9034fe-c7f1-4176-8098-b45a898d18bc.JPG,El Animal Indestructible (Gray),El Animal Indestructible (Gray),"Pop! Vinyl, Pop! Marvel, Marvel Collector Corps",Funko,,889698565783,2021/1,Exclusive,,711,8.0,Mint,,,,,,1,HDBC70408227,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
656925,"=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/catalog_items/656925"")","=HYPERLINK(""https://www.hobbydb.com/marketplaces/hobbydb/collectibles/70408234"")",https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/974183/Birthday_Glasses_Deadpool_Vinyl_Art_Toys_9e47fe8d-42a0-4667-b731-8768f55c084f.png,Birthday Glasses Deadpool,Birthday Glasses Deadpool,"Target, Pop! Vinyl, Pop! Marvel",Funko,Target,889698546874,2021/6/20,Exclusive,,783,21.0,Mint,,,,,,1,HDBC70408234,,,,,,Marvel,2108439,,,2026-06-25,,Mint,Public,,
